"docid","docnumber","docdate","parent","request"
480182,"ОП-З-02029-001","2023-09-20 16:36:28.045995+03",480168,"1023901869452"
521305,"ОП-З-02938-005","2023-11-22 10:06:58.62901+03",513900,"1027808758669"
477971,"ОП-З-01731-004","2023-09-19 09:55:07.18536+03",468939,"1027501153074"
479477,"ОП-З-02017-001","2023-09-20 08:48:08.65968+03",479466,"1023201102572"
486936,"О-З-02203-001","2023-09-29 11:29:02.30776+03",486469,"1033301806537"
501374,"ОП-З-02539-001","2023-10-18 09:32:59.6893+03",501269,"1037739630697"
496088,"ОП-З-02416-001","2023-10-10 13:38:49.3285+03",496062,"1027301584067"
495471,"О-З-02400-001","2023-10-10 09:07:01.871776+03",495384,"1036300667534"
481961,"ОП-З-02077-001","2023-09-22 13:38:34.331625+03",481950,"1021301065554"
486315,"ОП-З-02146-005","2023-09-28 19:06:18.726724+03",484427,"1027809197635"
486329,"ОП-З-02190-001","2023-09-28 19:35:23.024857+03",486151,"1021500582278"
484683,"ОП-З-02144-002","2023-09-27 18:21:14.201054+03",484400,"1034408618089"
486341,"ОП-З-02192-001","2023-09-28 19:37:19.988266+03",486187,"1022301215947"
487480,"ОП-З-02206-002","2023-09-29 14:14:55.538345+03",486579,"1026701445980"
488282,"ОП-З-02237-002","2023-09-29 17:22:32.296304+03",488132,"1034408618089"
487888,"ОП-З-02232-001","2023-09-29 15:27:42.668488+03",487847,"1021603065153"
488316,"О-З-02237-002","2023-09-29 17:33:02.187632+03",488132,"1034408618089"
493207,"О-З-02329-001","2023-10-06 04:53:02.106032+03",492659,"1021700511205"
496656,"ОП-З-02430-001","2023-10-11 09:50:39.28038+03",496538,"1036300667534"
488593,"ОП-З-02234-003","2023-10-02 10:41:14.712232+03",487925,"1026103275440"
502324,"ОП-З-02567-002","2023-10-18 16:16:09.998477+03",502141,"1036603484763"
496921,"О-З-02429-003","2023-10-11 10:54:02.395888+03",496522,"1025901702485"
484560,"ОП-З-02146-001","2023-09-27 17:17:50.507269+03",484427,"1027809197635"
495023,"ОП-З-02389-001","2023-10-09 13:25:20.782297+03",495012,"1027301584067"
490516,"О-З-02247-009","2023-10-04 11:15:01.513126+03",488689,"1023404237669"
487813,"О-З-02203-003","2023-09-29 15:17:02.481165+03",486469,"1033301806537"
488000,"ОП-З-02234-001","2023-09-29 15:42:14.525884+03",487925,"1026103275440"
496678,"ОП-З-02433-001","2023-10-11 09:53:26.335419+03",496580,"1024502052530"
416034,"О-З-00118-003","2023-06-27 10:59:01.58073+03",415725,"1027501153074"
415805,"ОП-З-00114-001","2023-06-27 09:37:42.90134+03",415694,"1097901000890"
413028,"З-00034","2023-06-21 10:42:02.106725+03",NULL,"1023302752472"
412392,"З-00012","2023-06-20 05:07:02.343218+03",NULL,"1022401163322"
488607,"ОП-З-02240-001","2023-10-02 10:48:14.460304+03",488433,"1025901510403"
527278,"ОП-З-03282-001","2023-12-04 16:37:19.080731+03",527266,"1023402984373"
488457,"О-З-02234-003","2023-09-30 11:04:02.331028+03",487925,"1026103275440"
496785,"ОП-З-02404-003","2023-10-11 10:29:08.489537+03",495501,"1026103275440"
492969,"О-З-02327-004","2023-10-05 16:01:01.791845+03",492540,"1156027004715"
494249,"ОП-З-02363-001","2023-10-06 17:07:36.089888+03",494235,"1024600966290"
493375,"ОП-З-02327-007","2023-10-06 09:48:28.805844+03",492540,"1156027004715"
498550,"О-З-02476-001","2023-10-13 09:32:02.798864+03",498499,"1022401359177"
495649,"О-З-02400-002","2023-10-10 10:25:02.355429+03",495384,"1036300667534"
495589,"ОП-З-02404-001","2023-10-10 10:05:35.076429+03",495501,"1026103275440"
508143,"ОП-З-02706-001","2023-10-26 14:45:57.349962+03",508123,"1149102131265"
496002,"ОП-З-02259-004","2023-10-10 12:40:04.159247+03",489066,"1023101668150"
498600,"ОП-З-02475-001","2023-10-13 10:14:04.432676+03",498427,"1023101668150"
529528,"ОП-З-03275-010","2023-12-11 09:37:09.686863+03",526953,"1037828029007"
498279,"О-З-02464-002","2023-10-12 16:13:02.043839+03",497989,"1027301584067"
499037,"ОП-З-02484-001","2023-10-13 15:29:37.223722+03",499020,"1021500582278"
498474,"О-З-02448-002","2023-10-13 04:27:02.15744+03",497206,"1021900535975"
515649,"ОП-З-02986-001","2023-11-13 14:36:25.750425+03",515638,"1027810241502"
533917,"ОП-З-03482-001","2023-12-25 13:56:22.26718+03",533878,"1035605503878"
497709,"ОП-З-02439-002","2023-10-12 10:12:46.861334+03",496982,"1023801748761"
498730,"ОП-З-02473-003","2023-10-13 11:38:03.319736+03",498328,"1024001432234"
497718,"О-З-02431-002","2023-10-12 10:13:01.816439+03",496556,"1022800532809"
497880,"ОП-З-02450-002","2023-10-12 11:23:59.353983+03",497301,"1027600693812"
500513,"О-З-02515-001","2023-10-17 10:35:01.885598+03",500336,"1027806887184"
518146,"ОП-З-03053-002","2023-11-16 10:36:48.20534+03",517963,"1033600041683"
500541,"ОП-З-02515-002","2023-10-17 10:43:19.476043+03",500336,"1027806887184"
513480,"ОП-З-02925-001","2023-11-10 09:11:01.188077+03",513410,"1026602950065"
513545,"ОП-З-02918-001","2023-11-10 09:18:43.128393+03",513360,"1027000853978"
522035,"ОП-З-03182-001","2023-11-23 14:03:21.638617+03",522011,"1027739054420"
522795,"ОП-З-03195-002","2023-11-24 10:17:40.922872+03",522662,"1023601560510"
499508,"ОП-З-02252-004","2023-10-16 10:38:36.690868+03",488936,"1023301283290"
500912,"О-З-02252-004","2023-10-17 14:47:02.461565+03",488936,"1023301283290"
499714,"ОП-З-02496-001","2023-10-16 11:50:01.806569+03",499658,"1020300902313"
533929,"ОП-З-03484-001","2023-12-25 14:04:09.239586+03",533892,"1035605503878"
503661,"ОП-З-02595-001","2023-10-19 15:43:13.761118+03",503640,"1021602857605"
505932,"ОП-З-02643-001","2023-10-23 07:41:23.30863+03",505878,"1020900511268"
523334,"ОП-З-03204-001","2023-11-27 09:32:10.34706+03",523305,"1023801748761"
533114,"ОП-З-03449-002","2023-12-21 12:45:31.69156+03",532711,"1027200835859"
506521,"ОП-З-02661-001","2023-10-23 12:57:10.682728+03",506506,"1020900511268"
503736,"ОП-З-02597-001","2023-10-19 15:56:48.643988+03",503698,"1022101278726"
519426,"ОП-З-03096-001","2023-11-17 10:10:59.002221+03",519369,"1027200835859"
506395,"О-З-02658-001","2023-10-23 11:47:01.943722+03",506318,"1025401011680"
507124,"О-З-02667-003","2023-10-24 12:34:02.344563+03",506666,"1022100976347"
507216,"О-З-02667-005","2023-10-24 13:31:02.082958+03",506666,"1022100976347"
524549,"О-З-03215-006","2023-11-28 15:20:03.076902+03",523734,"1037739049105"
522173,"ОП-З-03179-002","2023-11-23 15:19:24.059463+03",521819,"1037739630697"
525555,"ОП-З-03239-001","2023-11-30 09:48:24.84737+03",525464,"1111415000498"
412951,"З-00031","2023-06-21 10:05:02.026969+03",NULL,"1026604939855"
414687,"ОП-З-00089-002","2023-06-23 13:14:37.466251+03",414525,"1036300880747"
418046,"О-З-00174-001","2023-06-28 12:46:01.633509+03",417612,"1026604939855"
412624,"ОП-З-00015-001","2023-06-20 12:04:06.242448+03",412418,"1035605503878"
472095,"ОП-З-01577-005","2023-09-12 16:29:52.185684+03",464250,"1035605503878"
412715,"О-З-00016-001","2023-06-20 12:51:01.840285+03",412425,"2023061477000"
524540,"О-З-03219-007","2023-11-28 15:20:02.762208+03",524153,"1117847434990"
507834,"ОП-З-02699-001","2023-10-26 09:08:12.351906+03",507807,"1022401359177"
509386,"ОП-З-02739-001","2023-11-01 09:23:45.039211+03",509342,"1027802505279"
522185,"ОП-З-03183-002","2023-11-23 15:23:08.127345+03",522024,"1026602950065"
517232,"ОП-З-02971-001","2023-11-15 09:26:00.252137+03",515212,"1027802505279"
516542,"ОП-З-02924-002","2023-11-14 11:36:11.85316+03",513402,"1027806887184"
516084,"О-З-02944-001","2023-11-14 08:56:02.059583+03",514553,"1024400523322"
517068,"О-З-03027-001","2023-11-14 20:21:02.021069+03",517025,"1025203045482"
514373,"ОП-З-02758-001","2023-11-10 16:44:24.621304+03",509751,"1159102037940"
522364,"ОП-З-03185-001","2023-11-23 16:50:04.809836+03",522312,"1034316504540"
524162,"О-З-03215-002","2023-11-28 11:39:02.016362+03",523734,"1037739049105"
522680,"О-З-03144-003","2023-11-24 09:31:02.458158+03",520740,"1022401793248"
533453,"ОП-З-03466-001","2023-12-22 09:15:49.834066+03",533422,"1020201933950"
524337,"ОП-З-03179-004","2023-11-28 14:33:59.37266+03",521819,"1037739630697"
524678,"ОП-З-03219-011","2023-11-28 16:04:20.174669+03",524153,"1117847434990"
524816,"О-З-03219-016","2023-11-28 17:01:01.51168+03",524153,"1117847434990"
523783,"ОП-З-03211-004","2023-11-27 14:54:36.127306+03",523481,"1027810241502"
521724,"ОП-З-03144-002","2023-11-23 09:09:21.149187+03",520740,"1022401793248"
527612,"ОП-З-03275-004","2023-12-05 14:48:27.770212+03",526953,"1037828029007"
528181,"ОП-З-03320-001","2023-12-06 11:52:36.444407+03",528153,"1027809197635"
531997,"ОП-З-03430-001","2023-12-19 14:33:15.614826+03",531946,"1027739051779"
528734,"ОП-З-03317-002","2023-12-07 12:28:10.055483+03",528023,"1022301812500"
529952,"ОП-З-03367-001","2023-12-12 10:58:35.166331+03",529939,"1025401011680"
532907,"ОП-З-03451-004","2023-12-21 10:33:11.434241+03",532727,"1022501297785"
532850,"ОП-З-03449-001","2023-12-21 10:11:37.383574+03",532711,"1027200835859"
532988,"ОП-З-03454-001","2023-12-21 11:33:00.753659+03",532977,"1022101133218"
532289,"О-З-03440-002","2023-12-20 10:52:02.519788+03",532205,"1025401011680"
425049,"О-З-00225-001","2023-07-04 20:26:01.961266+03",419204,"1026604939855"
426384,"О-З-00255-001","2023-07-05 14:59:02.021846+03",420685,"1023401998707"
431677,"О-З-00543-001","2023-07-11 10:42:01.783749+03",431373,"1025203750791"
433044,"О-З-00569-008","2023-07-12 17:11:01.756989+03",432320,"1202100006239"
433827,"О-З-00569-009","2023-07-13 16:54:01.932632+03",432320,"1202100006239"
440019,"О-З-00798-004","2023-07-21 15:50:02.424385+03",439618,"1025801438651"
442743,"О-З-00887-001","2023-08-01 11:14:01.760193+03",442369,"1127451018750"
443928,"О-З-00884-001","2023-08-03 11:25:02.368945+03",442346,"1142452001130"
443502,"О-З-00918-001","2023-08-02 10:26:01.482781+03",443372,"1034205010729"
466597,"О-З-01591-001","2023-09-07 14:39:02.215098+03",464767,"1025100653687"
446141,"О-З-00597-003","2023-08-10 11:06:02.061517+03",433385,"1027809197635"
449963,"О-З-01119-001","2023-08-18 16:53:02.219562+03",449774,"2023081767000"
446791,"О-З-00966-001","2023-08-11 13:01:02.155391+03",444535,"1021200785363"
460116,"О-З-01057-002","2023-09-04 15:50:01.931865+03",447281,"1025100653687"
471389,"О-З-01795-002","2023-09-12 11:07:01.668432+03",471236,"1022301215947"
450558,"О-З-00966-002","2023-08-22 14:21:01.909402+03",444535,"1021200785363"
451789,"О-З-00905-001","2023-08-24 08:04:02.059494+03",442987,"1025901510403"
474589,"О-З-01830-001","2023-09-14 11:24:02.422528+03",472314,"1023801748761"
454774,"О-З-00917-002","2023-08-29 18:28:01.738918+03",443363,"1038302271919"
505605,"О-З-02628-003","2023-10-20 16:19:01.564973+03",505026,"1030700203951"
458504,"О-З-01389-002","2023-09-04 10:08:01.707298+03",458007,"1033600044070"
461363,"О-З-01480-001","2023-09-05 12:20:01.499155+03",460823,"1021602857605"
461059,"О-З-01485-001","2023-09-05 10:55:01.615577+03",460941,"1020400755242"
462078,"О-З-01451-002","2023-09-05 15:55:02.569907+03",459795,"1022900529431"
474811,"О-З-01888-001","2023-09-14 14:01:01.981162+03",474489,"1023601560510"
469712,"О-З-01721-001","2023-09-11 10:32:01.798863+03",468868,"1023801748761"
464685,"О-З-01585-001","2023-09-06 16:17:02.158457+03",464395,"1025100653687"
471635,"О-З-01778-003","2023-09-12 13:23:01.547079+03",470769,"1025901702485"
452679,"О-З-01119-003","2023-08-25 16:08:02.127169+03",449774,"2023081767000"
416811,"ОП-З-00149-001","2023-06-27 15:55:09.324588+03",416775,"1021000843478"
418080,"ОП-З-00189-001","2023-06-28 13:12:25.022404+03",417814,"1025301788775"
412637,"ОП-З-00016-001","2023-06-20 12:18:33.785418+03",412425,"2023061477000"
463563,"О-З-01519-001","2023-09-06 12:59:01.519228+03",462253,"1022900529431"
463276,"О-З-01531-001","2023-09-06 10:58:01.776069+03",462651,"1037800006089"
462843,"О-З-01528-001","2023-09-06 06:26:01.463358+03",462493,"1026602950065"
489921,"О-З-02259-001","2023-10-03 19:02:01.971345+03",489066,"1023101668150"
468266,"О-З-01657-001","2023-09-08 15:09:02.038984+03",467114,"1159102004050"
465112,"О-З-01524-001","2023-09-06 17:08:01.773097+03",462400,"1026103275440"
468108,"О-З-01682-001","2023-09-08 13:27:02.238086+03",467766,"1033301806537"
470302,"О-З-01759-002","2023-09-11 13:34:02.060984+03",470176,"1025901702485"
470341,"О-З-01759-003","2023-09-11 13:50:02.292262+03",470176,"1025901702485"
468680,"О-З-01657-003","2023-09-08 17:20:02.12092+03",467114,"1159102004050"
470506,"О-З-01463-001","2023-09-11 14:36:01.979399+03",460246,"1022100909710"
470376,"О-З-01762-001","2023-09-11 14:05:02.393722+03",470231,"1033301800267"
471796,"О-З-01794-001","2023-09-12 14:20:02.08479+03",471193,"1026103709499"
469859,"О-З-01721-002","2023-09-11 11:19:02.021801+03",468868,"1023801748761"
473141,"О-З-01848-001","2023-09-13 11:04:01.645633+03",472881,"1022100909710"
473108,"О-З-01769-001","2023-09-13 10:58:02.162207+03",470528,"1022100909710"
476356,"О-З-01794-003","2023-09-15 14:24:01.680143+03",471193,"1026103709499"
474904,"О-З-01769-005","2023-09-14 14:33:01.51078+03",470528,"1022100909710"
473456,"О-З-01848-002","2023-09-13 12:43:02.357115+03",472881,"1022100909710"
475668,"О-З-01918-002","2023-09-15 09:35:01.642278+03",475546,"1027600693812"
475820,"О-З-01911-002","2023-09-15 10:34:01.636702+03",475419,"1021000541979"
479976,"О-З-01629-009","2023-09-20 12:54:01.934754+03",465989,"1022701295011"
477805,"О-З-01602-001","2023-09-19 05:27:02.376183+03",465209,"1025501174885"
521174,"О-З-02938-005","2023-11-21 21:19:02.289017+03",513900,"1027808758669"
479965,"О-З-01629-008","2023-09-20 12:48:02.228953+03",465989,"1022701295011"
487237,"О-З-02120-002","2023-09-29 13:23:01.676575+03",483505,"1021000541803"
494575,"О-З-02297-003","2023-10-09 10:45:01.997716+03",490704,"1027600693812"
488579,"О-З-02230-001","2023-10-02 10:24:01.640329+03",487716,"1021000541803"
484928,"О-З-02146-001","2023-09-28 09:26:01.45722+03",484427,"1027809197635"
485279,"О-З-02164-001","2023-09-28 10:44:02.333982+03",484776,"1023801748761"
491145,"О-З-02293-003","2023-10-04 16:20:01.719029+03",490438,"1159102037940"
525244,"О-З-03211-009","2023-11-29 13:37:01.821362+03",523481,"1027810241502"
491405,"О-З-02253-006","2023-10-04 17:09:01.903554+03",488944,"1037800006089"
492652,"О-З-02328-002","2023-10-05 13:27:02.100208+03",492602,"1022301215947"
495907,"О-З-02411-001","2023-10-10 11:31:02.323327+03",495725,"1027001688482"
494074,"О-З-02234-005","2023-10-06 15:51:01.585495+03",487925,"1026103275440"
496020,"О-З-02259-005","2023-10-10 12:50:02.581081+03",489066,"1023101668150"
496443,"О-З-02404-001","2023-10-10 16:20:01.710103+03",495501,"1026103275440"
507536,"О-З-02644-001","2023-10-25 06:59:02.304823+03",505895,"1024101026784"
520971,"О-З-03006-002","2023-11-21 12:10:03.593467+03",516251,"1027806875381"
501260,"О-З-02475-001","2023-10-17 17:35:01.668969+03",498427,"1023101668150"
500849,"О-З-02509-001","2023-10-17 12:18:01.632621+03",500048,"1036603484763"
522058,"О-З-03157-001","2023-11-23 14:19:02.027181+03",521154,"1026103709499"
506278,"О-З-02628-006","2023-10-23 11:03:01.830895+03",505026,"1030700203951"
506404,"О-З-02628-007","2023-10-23 12:02:01.993454+03",505026,"1030700203951"
521022,"О-З-03006-003","2023-11-21 13:24:02.065057+03",516251,"1027806875381"
518105,"О-З-03047-002","2023-11-16 10:13:02.435527+03",517812,"1037800006089"
524187,"О-З-03211-007","2023-11-28 11:49:02.279733+03",523481,"1027810241502"
521676,"О-З-03144-001","2023-11-23 08:00:02.121193+03",520740,"1022401793248"
521999,"О-З-03161-001","2023-11-23 13:47:01.929547+03",521216,"1026602950065"
523871,"О-З-03211-004","2023-11-27 16:03:02.251634+03",523481,"1027810241502"
528889,"О-З-03335-001","2023-12-07 16:24:02.18256+03",528645,"1159102037940"
525760,"О-З-03183-003","2023-11-30 15:06:01.927088+03",522024,"1026602950065"
526108,"О-З-03226-001","2023-12-01 08:42:01.549227+03",524855,"1022301812500"
431077,"О-З-00457-006","2023-07-10 12:51:01.817899+03",427693,"1027802505279"
439555,"О-З-00732-002","2023-07-21 10:51:01.820558+03",437428,"1027802505279"
435169,"О-З-00532-004","2023-07-17 14:24:01.978422+03",430747,"1027802505279"
415441,"О-З-00017-003","2023-06-26 14:22:02.325761+03",412442,"1030100510461"
419908,"О-З-00231-002","2023-06-29 16:56:02.088906+03",419683,"1026605402394"
416074,"О-З-00116-001","2023-06-27 11:06:01.989108+03",415708,"1173850022774"
417925,"О-З-00180-001","2023-06-28 11:55:02.125619+03",417688,"1022701290116"
412673,"ОП-З-00017-001","2023-06-20 12:32:10.399724+03",412442,"1030100510461"
415825,"ОП-З-00118-001","2023-06-27 09:34:56.493166+03",415725,"1027501153074"
412861,"О-З-00020-001","2023-06-21 07:58:01.876081+03",412518,"1026401590610"
425192,"О-З-00396-001","2023-07-05 09:37:01.566314+03",425185,"1022701290116"
416530,"З-00139","2023-06-27 14:39:02.23623+03",NULL,"1023701393913"
420246,"О-З-00172-002","2023-06-30 07:47:01.516617+03",417587,"1026401590610"
412476,"З-00019","2023-06-20 09:44:02.325206+03",NULL,"1035607500224"
413999,"ОП-З-00066-002","2023-06-23 09:01:33.753412+03",413851,"1222000003433"
417100,"ОП-З-00158-001","2023-06-27 16:41:27.499677+03",417005,"1027301181984"
415841,"ОП-З-00120-001","2023-06-27 09:41:45.334221+03",415741,"1021202051793"
414549,"ОП-З-00089-001","2023-06-23 12:08:58.679464+03",414525,"1036300880747"
412915,"ОП-З-00020-002","2023-06-21 09:10:02.058168+03",412518,"1026401590610"
424947,"ОП-З-00384-002","2023-07-04 16:15:13.174402+03",424879,"1025203750791"
416714,"ОП-З-00144-002","2023-06-27 15:48:37.28611+03",416634,"1025702657298"
436453,"ОП-З-00708-001","2023-07-18 11:29:19.012545+03",436417,"1027101415846"
426091,"ОП-З-00412-002","2023-07-05 14:04:58.645244+03",425919,"1025500990085"
412437,"ОП-З-00007-001","2023-06-20 09:34:47.865555+03",412351,"1027802505279"
412487,"О-З-00019-001","2023-06-20 09:51:01.455602+03",412476,"1035607500224"
413101,"ОП-З-00036-001","2023-06-21 11:49:18.942968+03",413070,"1023900599359"
412681,"ОП-З-00022-001","2023-06-20 12:41:31.352852+03",412541,"1027802496732"
412498,"ОП-З-00009-001","2023-06-20 09:53:47.649058+03",412366,"1149204039181"
412830,"З-00027","2023-06-21 02:32:01.556207+03",NULL,"1097901000890"
437637,"ОП-З-00735-001","2023-07-19 13:36:25.810892+03",437623,"1020800507067"
413617,"З-00058","2023-06-22 13:35:01.686317+03",NULL,"1025100804453"
